"SosActive"	"RasActive"	"Raf1Active"	"MekActive"	"ErkActive"	"P90RskActive"	"PI3KActive"	"AktActive"	"C3GActive"	"Rap1Active"	"bRafActive"	"SosTot"	"RasTot"	"Raf1Tot"	"MekTot"	"ErkTot"	"P90RskTot"	"PI3KTot"	"AktTot"	"C3GTot"	"Rap1Tot"	"bRafTot"
38.10705483709981	7.573993749313787	0.18539081201700225	529222.3944889426	560944.4162267378	98516.14759249413	93300.6753318406	75295.72694031497	2552.0657467184697	513.7969333658187	87484.75706321129	122328.68237131872	125295.28782953191	120905.27239702546	580123.11207283	590267.6189044357	131235.4799774098	111011.066282212	125469.24552439022	116429.4109913969	133190.01361984658	117551.67450973523
36.12609977329636	6.729793798635948	0.15262060846691491	639677.8960426422	576053.264843722	91955.27049422241	109601.59300704343	87784.1816552648	2260.082334848646	449.948283822259	68073.62889551825	108108.40183974465	96368.07076699007	116768.57573948994	711517.55842249	600763.6843353377	121578.95515663191	130760.48909283859	137550.70618322096	102893.21969838304	126498.17192169749	104712.5405799341
54.25272757341649	10.604185738589475	0.25370008634459223	595603.2122991661	599769.2327612728	77989.1237262553	95430.52068870066	78618.08252003898	2588.3305576415014	493.40360282089375	111876.95595197521	138749.90404704	116487.05913112762	119027.46956025994	637652.9314546469	627316.360027383	101947.74731206872	113584.28091873319	129918.21592297613	118114.58765128472	105526.63127253945	143629.17215584972
38.32863386472988	7.646622854922287	0.18975277223989578	528430.4123118994	631756.5410656384	101617.73331539473	91650.46857542817	71789.51626002131	2235.323904139078	444.7851959338242	75441.67070209417	126952.95159308682	127431.86089287107	119110.95434061676	587512.991313119	664366.6642861807	131476.6203975953	109018.18193598624	120378.39371895744	101748.03433210039	126196.88477782795	112718.36720135319
43.40562385151224	8.912008699906277	0.2145698556543285	668918.313304995	535714.5127444855	90059.02177528165	93432.40671215928	65562.8244238062	2774.709111656117	556.5584110815286	100392.90189045643	127655.08453557374	146263.44202182072	99766.29757225362	718373.5965957055	557854.6004597066	121320.89408464862	111169.93881816135	108756.75651002828	126789.20262629775	130948.26356900949	127170.92642636831
33.69684360174486	6.537323451507544	0.15887844640179885	509632.9036739805	542462.0213316722	98912.54772674611	99768.9384219109	72785.98761235917	2779.6345254790326	564.1041080937858	115399.97336692174	108356.64825927482	112894.93818190548	113956.22684990132	547397.0513064591	572051.4090648316	132938.55644666657	118833.94605830881	117811.04506602568	127018.76126068858	138363.9825355909	141883.95264047605
31.49558375142321	5.997681075271131	0.16422455216150467	613530.7742666849	670518.2832481184	99812.35732249093	96859.79623785111	73060.9302480484	2763.144653747794	514.1942715612358	96697.75731043126	102083.30313081224	104754.33281176217	167878.39864689604	662927.5342296519	699961.2364658536	127365.00131529126	115313.52488743955	119722.47400969754	126250.28210011707	96378.93185191705	126916.92561810606
42.55976439368723	8.162022251193765	0.19206775697877293	532358.5021721126	534741.1137737212	91245.46040707402	97957.46614576843	80692.85883105829	2578.8013521667726	537.6806118996319	89330.89426727533	126772.89081940931	107720.07445673412	117074.03475737982	582343.578097373	562672.9638080195	122996.3572907858	116641.0028479508	131988.20335019034	117671.6934278678	158731.8622038481	117453.26641843017
35.882818934932594	6.778702875230693	0.15758503886042338	562548.8696508718	601809.2409422087	102631.55209049255	95778.19183322488	76181.03900310775	2613.171349763713	525.673145443188	85383.19526466068	119885.13914320603	101563.35280668402	105981.95129964587	616309.9359627945	631109.1634791361	134363.74891517105	114005.38281182198	125576.75311622917	119269.41187202538	132694.48036387275	114519.77869402387
35.46699644053697	7.197097431513971	0.167325392941008	506827.40937974094	543723.0966750283	102015.90147272304	109305.43293784965	77765.373055211	2462.4484496967702	481.8882452362424	125278.33833654175	117754.39927422348	138007.01367614022	108437.05777265453	541494.5897567279	573542.7536425862	137073.3531336756	130400.52053118775	121598.78987288302	112268.77484083884	117392.49095489056	158566.10913269332
